Year,US_State,Residential Price
2015,AL,11.7
2015,AR,9.82
2015,AZ,12.13
2015,CA,16.99
2015,CO,12.12
2015,CT,20.94
2015,DC,12.99
2015,DE,13.42
2015,FL,11.58
2015,GA,11.54
2015,HI,29.6
2015,IA,11.63
2015,ID,9.93
2015,IL,12.5
2015,IN,11.57
2015,KS,12.34
2015,KY,10.24
2015,LA,9.33
2015,MA,19.83
2015,MD,13.82
2015,ME,15.61
2015,MI,14.42
2015,MN,12.12
2015,MO,11.21
2015,MS,11.27
2015,MT,10.88
2015,NC,11.28
2015,ND,9.62
2015,NE,10.6
2015,NH,18.5
2015,NJ,15.81
2015,NM,12.47
2015,NV,12.76
2015,NY,18.54
2015,OH,12.8
2015,OK,10.14
2015,OR,10.66
2015,PA,13.64
2015,RI,19.29
2015,SC,12.57
2015,SD,11.08
2015,TN,10.3
2015,TX,11.56
2015,UT,10.88
2015,VA,11.37
2015,VT,17.09
2015,WA,9.09
2015,WI,14.11
2015,WV,10.08
2015,WY,10.97
2014,AK,19.14
2014,AL,11.48
2014,AR,9.51
2014,AZ,11.9
2014,CA,16.25
2014,CO,12.18
2014,CT,19.75
2014,DC,12.74
2014,DE,13.29
2014,FL,11.89
2014,GA,11.65
2014,HI,37.04
2014,IA,11.16
2014,ID,9.72
2014,IL,11.91
2014,IN,11.46
2014,KS,12.17
2014,KY,10.16
2014,LA,9.57
2014,MA,17.39
2014,MD,13.63
2014,ME,15.27
2014,MI,14.46
2014,MN,12.01
2014,MO,10.64
2014,MS,11.32
2014,MT,10.18
2014,NC,11.1
2014,ND,9.15
2014,NE,10.4
2014,NH,17.53
2014,NJ,15.78
2014,NM,12.28
2014,NV,12.93
2014,NY,20.07
2014,OH,12.5
2014,OK,10.03
2014,OR,10.47
2014,PA,13.32
2014,RI,17.17
2014,SC,12.45
2014,SD,10.47
2014,TN,10.32
2014,TX,11.86
2014,UT,10.65
2014,VA,11.1
2014,VT,17.47
2014,WA,8.67
2014,WI,13.67
2014,WV,9.34
2014,WY,10.5
2013,AK,18.12
2013,AL,11.26
2013,AR,9.59
2013,AZ,11.71
2013,CA,16.23
2013,CO,11.93
2013,CT,17.55
2013,DC,12.57
2013,DE,12.95
2013,FL,11.27
2013,GA,11.46
2013,HI,36.98
2013,IA,11.04
2013,ID,9.32
2013,IL,10.63
2013,IN,10.99
2013,KS,11.64
2013,KY,9.79
2013,LA,9.43
2013,MA,15.83
2013,MD,13.25
2013,ME,14.35
2013,MI,14.59
2013,MN,11.81
2013,MO,10.6
2013,MS,10.78
2013,MT,10.33
2013,NC,10.97
2013,ND,9.12
2013,NE,10.31
2013,NH,16.33
2013,NJ,15.73
2013,NM,11.68
2013,NV,11.89
2013,NY,18.79
2013,OH,12.01
2013,OK,9.67
2013,OR,9.9
2013,PA,12.79
2013,RI,15.2
2013,SC,11.99
2013,SD,10.26
2013,TN,9.98
2013,TX,11.35
2013,UT,10.37
2013,VA,10.84
2013,VT,17.14
2013,WA,8.7
2013,WI,13.55
2013,WV,9.52
2013,WY,10.16
2012,AK,17.88
2012,AL,11.4
2012,AR,9.3
2012,AZ,11.29
2012,CA,15.34
2012,CO,11.46
2012,CT,17.34
2012,DC,12.28
2012,DE,13.58
2012,FL,11.42
2012,GA,11.17
2012,HI,37.34
2012,IA,10.82
2012,ID,8.67
2012,IL,11.38
2012,IN,10.53
2012,KS,11.24
2012,KY,9.43
2012,LA,8.37
2012,MA,14.91
2012,MD,12.84
2012,ME,14.66
2012,MI,14.13
2012,MN,11.35
2012,MO,10.17
2012,MS,10.26
2012,MT,10.08
2012,NC,10.91
2012,ND,9.06
2012,NE,10.04
2012,NH,16.07
2012,NJ,15.78
2012,NM,11.38
2012,NV,11.83
2012,NY,17.62
2012,OH,11.76
2012,OK,9.51
2012,OR,9.8
2012,PA,12.75
2012,RI,14.4
2012,SC,11.77
2012,SD,10.07
2012,TN,10.1
2012,TX,10.98
2012,UT,9.93
2012,VA,11.08
2012,VT,17.01
2012,WA,8.53
2012,WI,13.19
2012,WV,9.85
2012,WY,9.85
2011,AK,17.62
2011,AL,11.09
2011,AR,9.02
2011,AZ,11.08
2011,CA,14.78
2011,CO,11.27
2011,CT,18.11
2011,DC,13.4
2011,DE,13.7
2011,FL,11.51
2011,GA,11.05
2011,HI,34.68
2011,IA,10.46
2011,ID,7.87
2011,IL,11.78
2011,IN,10.06
2011,KS,10.65
2011,KY,9.2
2011,LA,8.96
2011,MA,14.67
2011,MD,13.31
2011,ME,15.38
2011,MI,13.27
2011,MN,10.96
2011,MO,9.75
2011,MS,10.17
2011,MT,9.75
2011,NC,10.26
2011,ND,8.58
2011,NE,9.32
2011,NH,16.52
2011,NJ,16.23
2011,NM,11
2011,NV,11.61
2011,NY,18.26
2011,OH,11.42
2011,OK,9.47
2011,OR,9.54
2011,PA,13.26
2011,RI,14.33
2011,SC,11.05
2011,SD,9.35
2011,TN,9.98
2011,TX,11.08
2011,UT,8.96
2011,VA,10.64
2011,VT,16.26
2011,WA,8.28
2011,WI,13.02
2011,WV,9.39
2011,WY,9.11
2010,AK,16.26
2010,AL,10.67
2010,AR,8.86
2010,AZ,10.97
2010,CA,14.75
2010,CO,11.04
2010,CT,19.25
2010,DC,14.01
2010,DE,13.8
2010,FL,11.44
2010,GA,10.07
2010,HI,28.1
2010,IA,10.42
2010,ID,7.99
2010,IL,11.52
2010,IN,9.56
2010,KS,10.03
2010,KY,8.57
2010,LA,8.98
2010,MA,14.59
2010,MD,14.32
2010,ME,15.72
2010,MI,12.46
2010,MN,10.59
2010,MO,9.08
2010,MS,9.87
2010,MT,9.16
2010,NC,10.12
2010,ND,8.13
2010,NE,8.94
2010,NH,16.32
2010,NJ,16.57
2010,NM,10.52
2010,NV,12.36
2010,NY,18.74
2010,OH,11.31
2010,OK,9.14
2010,OR,8.87
2010,PA,12.7
2010,RI,15.92
2010,SC,10.5
2010,SD,8.97
2010,TN,9.23
2010,TX,11.6
2010,UT,8.71
2010,VA,10.45
2010,VT,15.57
2010,WA,8.04
2010,WI,12.65
2010,WV,8.79
2010,WY,8.77
2009,AK,17.14
2009,AL,10.66
2009,AR,9.14
2009,AZ,10.73
2009,CA,14.74
2009,CO,10
2009,CT,20.33
2009,DC,13.73
2009,DE,14.07
2009,FL,12.39
2009,GA,10.13
2009,HI,24.2
2009,IA,9.99
2009,ID,7.8
2009,IL,11.27
2009,IN,9.5
2009,KS,9.53
2009,KY,8.37
2009,LA,8.1
2009,MA,16.87
2009,MD,14.98
2009,ME,15.64
2009,MI,11.6
2009,MN,10.04
2009,MO,8.54
2009,MS,10.22
2009,MT,8.94
2009,NC,9.99
2009,ND,7.58
2009,NE,8.52
2009,NH,16.39
2009,NJ,16.31
2009,NM,10.02
2009,NV,12.86
2009,NY,17.5
2009,OH,10.67
2009,OK,8.49
2009,OR,8.68
2009,PA,11.65
2009,RI,15.6
2009,SC,10.44
2009,SD,8.49
2009,TN,9.32
2009,TX,12.38
2009,UT,8.48
2009,VA,10.61
2009,VT,14.9
2009,WA,7.67
2009,WI,11.94
2009,WV,7.9
2009,WY,8.58
2008,AK,16.56
2008,AL,10.4
2008,AR,9.27
2008,AZ,10.27
2008,CA,13.81
2008,CO,10.13
2008,CT,19.54
2008,DC,12.78
2008,DE,13.93
2008,FL,11.65
2008,GA,9.93
2008,HI,32.5
2008,IA,9.49
2008,ID,6.99
2008,IL,11.07
2008,IN,8.87
2008,KS,8.89
2008,KY,7.94
2008,LA,10.28
2008,MA,17.56
2008,MD,13.84
2008,ME,16.24
2008,MI,10.75
2008,MN,9.74
2008,MO,8
2008,MS,10.39
2008,MT,9.13
2008,NC,9.52
2008,ND,7.52
2008,NE,7.87
2008,NH,15.68
2008,NJ,15.66
2008,NM,10.01
2008,NV,11.93
2008,NY,18.31
2008,OH,10.06
2008,OK,9.09
2008,OR,8.49
2008,PA,11.35
2008,RI,17.45
2008,SC,9.89
2008,SD,8.27
2008,TN,8.91
2008,TX,13.03
2008,UT,8.26
2008,VA,9.62
2008,VT,14.48
2008,WA,7.54
2008,WI,11.51
2008,WV,7.06
2008,WY,8.21
2007,AK,15.18
2007,AL,9.32
2007,AR,8.73
2007,AZ,9.66
2007,CA,14.42
2007,CO,9.25
2007,CT,19.11
2007,DC,11.18
2007,DE,13.16
2007,FL,11.22
2007,GA,9.1
2007,HI,24.12
2007,IA,9.45
2007,ID,6.36
2007,IL,10.12
2007,IN,8.26
2007,KS,8.19
2007,KY,7.34
2007,LA,9.37
2007,MA,16.23
2007,MD,11.89
2007,ME,16.52
2007,MI,10.21
2007,MN,9.18
2007,MO,7.69
2007,MS,9.36
2007,MT,8.77
2007,NC,9.4
2007,ND,7.3
2007,NE,7.59
2007,NH,14.88
2007,NJ,14.14
2007,NM,9.12
2007,NV,11.82
2007,NY,17.1
2007,OH,9.57
2007,OK,8.58
2007,OR,8.19
2007,PA,10.95
2007,RI,14.05
2007,SC,9.19
2007,SD,8.07
2007,TN,7.84
2007,TX,12.34
2007,UT,8.15
2007,VA,8.74
2007,VT,14.15
2007,WA,7.26
2007,WI,10.87
2007,WV,6.73
2007,WY,7.75
2006,AK,14.83
2006,AL,8.75
2006,AR,8.85
2006,AZ,9.4
2006,CA,14.33
2006,CO,9.02
2006,CT,16.86
2006,DC,9.88
2006,DE,11.85
2006,FL,11.33
2006,GA,8.91
2006,HI,23.35
2006,IA,9.63
2006,ID,6.21
2006,IL,8.42
2006,IN,8.22
2006,KS,8.25
2006,KY,7.02
2006,LA,9.14
2006,MA,16.6
2006,MD,9.71
2006,ME,13.8
2006,MI,9.77
2006,MN,8.7
2006,MO,7.44
2006,MS,9.66
2006,MT,8.28
2006,NC,9.12
2006,ND,7.14
2006,NE,7.41
2006,NH,14.68
2006,NJ,12.84
2006,NM,9.06
2006,NV,11.08
2006,NY,16.89
2006,OH,9.34
2006,OK,8.55
2006,OR,7.48
2006,PA,10.35
2006,RI,15.12
2006,SC,9.03
2006,SD,7.83
2006,TN,7.75
2006,TX,12.86
2006,UT,7.59
2006,VA,8.49
2006,VT,13.39
2006,WA,6.82
2006,WI,10.51
2006,WV,6.35
2006,WY,7.75
2005,AK,13.3
2005,AL,8
2005,AR,8
2005,AZ,8.86
2005,CA,12.51
2005,CO,9.06
2005,CT,13.64
2005,DC,9.1
2005,DE,9.01
2005,FL,9.62
2005,GA,8.64
2005,HI,20.7
2005,IA,9.27
2005,ID,6.29
2005,IL,8.34
2005,IN,7.5
2005,KS,7.9
2005,KY,6.57
2005,LA,8.87
2005,MA,13.44
2005,MD,8.46
2005,ME,13.23
2005,MI,8.4
2005,MN,8.28
2005,MO,7.08
2005,MS,8.71
2005,MT,8.1
2005,NC,8.65
2005,ND,6.99
2005,NE,7.14
2005,NH,13.51
2005,NJ,11.74
2005,NM,9.13
2005,NV,10.2
2005,NY,15.72
2005,OH,8.51
2005,OK,7.95
2005,OR,7.25
2005,PA,9.86
2005,RI,13.04
2005,SC,8.67
2005,SD,7.77
2005,TN,6.98
2005,TX,10.93
2005,UT,7.52
2005,VA,8.16
2005,VT,12.96
2005,WA,6.54
2005,WI,9.66
2005,WV,6.21
2005,WY,7.48
2004,AK,12.44
2004,AL,7.62
2004,AR,7.36
2004,AZ,8.46
2004,CA,12.2
2004,CO,8.42
2004,CT,11.63
2004,DC,8
2004,DE,8.78
2004,FL,8.99
2004,GA,7.86
2004,HI,18.06
2004,IA,8.96
2004,ID,6.1
2004,IL,8.37
2004,IN,7.3
2004,KS,7.74
2004,KY,6.11
2004,LA,8.05
2004,MA,11.75
2004,MD,7.8
2004,ME,12.16
2004,MI,8.33
2004,MN,7.92
2004,MO,6.97
2004,MS,8.21
2004,MT,7.86
2004,NC,8.45
2004,ND,6.79
2004,NE,6.96
2004,NH,12.49
2004,NJ,11.23
2004,NM,8.67
2004,NV,9.69
2004,NY,14.54
2004,OH,8.45
2004,OK,7.72
2004,OR,7.18
2004,PA,9.58
2004,RI,12.19
2004,SC,8.12
2004,SD,7.65
2004,TN,6.9
2004,TX,9.73
2004,UT,7.21
2004,VA,7.99
2004,VT,12.94
2004,WA,6.37
2004,WI,9.07
2004,WV,6.23
2004,WY,7.21
2003,AK,11.98
2003,AL,7.39
2003,AR,7.24
2003,AZ,8.35
2003,CA,12.23
2003,CO,8.14
2003,CT,11.31
2003,DC,7.84
2003,DE,8.59
2003,FL,8.55
2003,GA,7.7
2003,HI,16.73
2003,IA,8.57
2003,ID,6.24
2003,IL,8.38
2003,IN,7.04
2003,KS,7.71
2003,KY,5.81
2003,LA,7.84
2003,MA,11.6
2003,MD,7.73
2003,ME,12.37
2003,MI,8.35
2003,MN,7.65
2003,MO,6.96
2003,MS,7.6
2003,MT,7.56
2003,NC,8.32
2003,ND,6.49
2003,NE,6.87
2003,NH,11.98
2003,NJ,10.67
2003,NM,8.69
2003,NV,9.02
2003,NY,14.31
2003,OH,8.26
2003,OK,7.47
2003,OR,7.06
2003,PA,9.59
2003,RI,11.61
2003,SC,8.01
2003,SD,7.47
2003,TN,6.55
2003,TX,9.16
2003,UT,6.9
2003,VA,7.76
2003,VT,12.82
2003,WA,6.31
2003,WI,8.67
2003,WV,6.24
2003,WY,7.04
2002,AK,12.05
2002,AL,7.12
2002,AR,7.25
2002,AZ,8.27
2002,CA,12.64
2002,CO,7.37
2002,CT,10.96
2002,DC,7.98
2002,DE,8.7
2002,FL,8.16
2002,GA,7.63
2002,HI,15.63
2002,IA,8.35
2002,ID,6.59
2002,IL,8.39
2002,IN,6.91
2002,KS,7.67
2002,KY,5.65
2002,LA,7.1
2002,MA,10.93
2002,MD,7.74
2002,ME,12.74
2002,MI,8.28
2002,MN,7.49
2002,MO,7.06
2002,MS,7.28
2002,MT,7.23
2002,NC,8.19
2002,ND,6.39
2002,NE,6.73
2002,NH,11.89
2002,NJ,10.38
2002,NM,8.5
2002,NV,9.43
2002,NY,13.55
2002,OH,8.24
2002,OK,6.73
2002,OR,7.12
2002,PA,9.74
2002,RI,10.2
2002,SC,7.72
2002,SD,7.4
2002,TN,6.41
2002,TX,8.05
2002,UT,6.79
2002,VA,7.79
2002,VT,12.78
2002,WA,6.29
2002,WI,8.18
2002,WV,6.23
2002,WY,6.97
2001,AK,12.12
2001,AL,7.01
2001,AR,7.72
2001,AZ,8.3
2001,CA,12.09
2001,CO,7.47
2001,CT,10.9
2001,DC,7.79
2001,DE,8.61
2001,FL,8.59
2001,GA,7.72
2001,HI,16.34
2001,IA,8.41
2001,ID,6.01
2001,IL,8.71
2001,IN,6.92
2001,KS,7.66
2001,KY,5.58
2001,LA,7.92
2001,MA,12.47
2001,MD,7.67
2001,ME,13.13
2001,MI,8.26
2001,MN,7.61
2001,MO,7
2001,MS,7.37
2001,MT,6.88
2001,NC,8.12
2001,ND,6.47
2001,NE,6.5
2001,NH,12.49
2001,NJ,10.21
2001,NM,8.74
2001,NV,9.08
2001,NY,14.04
2001,OH,8.37
2001,OK,7.27
2001,OR,6.29
2001,PA,9.68
2001,RI,12.13
2001,SC,7.69
2001,SD,7.42
2001,TN,6.32
2001,TX,8.86
2001,UT,6.72
2001,VA,7.79
2001,VT,12.67
2001,WA,5.7
2001,WI,7.9
2001,WV,6.26
2001,WY,6.77
2000,AK,11.45
2000,AL,7.05
2000,AR,7.45
2000,AZ,8.44
2000,CA,10.89
2000,CO,7.31
2000,CT,10.86
2000,DC,8.03
2000,DE,8.54
2000,FL,7.77
2000,GA,7.6
2000,HI,16.41
2000,IA,8.37
2000,ID,5.39
2000,IL,8.83
2000,IN,6.87
2000,KS,7.65
2000,KY,5.47
2000,LA,7.67
2000,MA,10.53
2000,MD,7.95
2000,ME,12.49
2000,MI,8.52
2000,MN,7.52
2000,MO,7.04
2000,MS,6.93
2000,MT,6.49
2000,NC,7.97
2000,ND,6.44
2000,NE,6.53
2000,NH,13.15
2000,NJ,10.27
2000,NM,8.36
2000,NV,7.28
2000,NY,13.97
2000,OH,8.61
2000,OK,7.03
2000,OR,5.88
2000,PA,9.53
2000,RI,11.28
2000,SC,7.58
2000,SD,7.42
2000,TN,6.33
2000,TX,7.96
2000,UT,6.29
2000,VA,7.52
2000,VT,12.3
2000,WA,5.13
2000,WI,7.53
2000,WV,6.27
2000,WY,6.5
1999,AK,11.16
1999,AL,7.03
1999,AR,7.43
1999,AZ,8.53
1999,CA,10.64
1999,CO,7.38
1999,CT,11.46
1999,DC,8
1999,DE,9.17
1999,FL,7.73
1999,GA,7.56
1999,HI,14.3
1999,IA,8.35
1999,ID,5.26
1999,IL,8.83
1999,IN,6.96
1999,KS,7.64
1999,KY,5.58
1999,LA,7.12
1999,MA,10.09
1999,MD,8.39
1999,ME,13.07
1999,MI,8.73
1999,MN,7.41
1999,MO,7.12
1999,MS,6.75
1999,MT,6.78
1999,NC,7.99
1999,ND,6.5
1999,NE,6.52
1999,NH,13.64
1999,NJ,11.4
1999,NM,8.62
1999,NV,7.13
1999,NY,13.23
1999,OH,8.68
1999,OK,6.6
1999,OR,5.75
1999,PA,8.86
1999,RI,10.12
1999,SC,7.55
1999,SD,7.42
1999,TN,6.34
1999,TX,7.55
1999,UT,6.27
1999,VA,7.48
1999,VT,12.17
1999,WA,5.1
1999,WI,7.31
1999,WV,6.27
1999,WY,6.34
1998,AK,11.5
1998,AL,6.94
1998,AR,7.51
1998,AZ,8.68
1998,CA,10.6
1998,CO,7.45
1998,CT,11.95
1998,DC,8
1998,DE,9.13
1998,FL,7.89
1998,GA,7.67
1998,HI,13.82
1998,IA,8.38
1998,ID,5.28
1998,IL,9.85
1998,IN,7.01
1998,KS,7.65
1998,KY,5.61
1998,LA,7.07
1998,MA,10.6
1998,MD,8.44
1998,ME,13.02
1998,MI,8.67
1998,MN,7.33
1998,MO,7.08
1998,MS,7.03
1998,MT,6.5
1998,NC,8.01
1998,ND,6.49
1998,NE,6.46
1998,NH,13.92
1998,NJ,11.39
1998,NM,8.85
1998,NV,7
1998,NY,13.66
1998,OH,8.7
1998,OK,6.57
1998,OR,5.82
1998,PA,9.93
1998,RI,10.91
1998,SC,7.5
1998,SD,7.27
1998,TN,6.32
1998,TX,7.65
1998,UT,6.84
1998,VA,7.51
1998,VT,11.61
1998,WA,5.03
1998,WI,7.17
1998,WV,6.29
1998,WY,6.28
1997,AK,11.44
1997,AL,6.74
1997,AR,7.8
1997,AZ,8.82
1997,CA,11.5
1997,CO,7.42
1997,CT,12.13
1997,DC,7.87
1997,DE,9.22
1997,FL,8.08
1997,GA,7.74
1997,HI,14.8
1997,IA,8.21
1997,ID,5.15
1997,IL,10.43
1997,IN,6.94
1997,KS,7.71
1997,KY,5.58
1997,LA,7.39
1997,MA,11.59
1997,MD,8.33
1997,ME,12.75
1997,MI,8.57
1997,MN,7.23
1997,MO,7.09
1997,MS,7.02
1997,MT,6.4
1997,NC,8.03
1997,ND,6.27
1997,NE,6.38
1997,NH,13.67
1997,NJ,12.08
1997,NM,8.92
1997,NV,6.77
1997,NY,14.12
1997,OH,8.63
1997,OK,6.63
1997,OR,5.56
1997,PA,9.9
1997,RI,12.12
1997,SC,7.51
1997,SD,7.08
1997,TN,6.03
1997,TX,7.82
1997,UT,6.89
1997,VA,7.75
1997,VT,11.45
1997,WA,4.95
1997,WI,6.88
1997,WV,6.26
1997,WY,6.22
1996,AK,11.36
1996,AL,6.63
1996,AR,7.77
1996,AZ,8.95
1996,CA,11.33
1996,CO,7.49
1996,CT,12.05
1996,DC,7.77
1996,DE,8.97
1996,FL,7.99
1996,GA,7.66
1996,HI,14.26
1996,IA,8.16
1996,ID,5.28
1996,IL,10.34
1996,IN,6.77
1996,KS,7.86
1996,KY,5.55
1996,LA,7.55
1996,MA,11.25
1996,MD,8.26
1996,ME,12.58
1996,MI,8.47
1996,MN,7.13
1996,MO,7.08
1996,MS,7.04
1996,MT,6.22
1996,NC,8.05
1996,ND,6.19
1996,NE,6.29
1996,NH,13.44
1996,NJ,11.99
1996,NM,8.93
1996,NV,6.9
1996,NY,14.04
1996,OH,8.6
1996,OK,6.71
1996,OR,5.69
1996,PA,9.73
1996,RI,11.81
1996,SC,7.5
1996,SD,7
1996,TN,5.88
1996,TX,7.77
1996,UT,6.96
1996,VA,7.6
1996,VT,10.99
1996,WA,5.03
1996,WI,6.88
1996,WV,6.38
1996,WY,6.13
1995,AK,11.24
1995,AL,6.71
1995,AR,7.98
1995,AZ,9.09
1995,CA,11.61
1995,CO,7.42
1995,CT,11.95
1995,DC,7.62
1995,DE,9.09
1995,FL,7.82
1995,GA,7.85
1995,HI,13.32
1995,IA,8.24
1995,ID,5.33
1995,IL,10.37
1995,IN,6.74
1995,KS,7.92
1995,KY,5.62
1995,LA,7.23
1995,MA,11.26
1995,MD,8.43
1995,ME,12.51
1995,MI,8.34
1995,MN,7.17
1995,MO,7.25
1995,MS,6.99
1995,MT,6.09
1995,NC,8.12
1995,ND,6.23
1995,NE,6.37
1995,NH,13.5
1995,NJ,11.98
1995,NM,8.93
1995,NV,7.11
1995,NY,13.9
1995,OH,8.6
1995,OK,6.82
1995,OR,5.49
1995,PA,9.72
1995,RI,11.47
1995,SC,7.53
1995,SD,7.08
1995,TN,5.91
1995,TX,7.71
1995,UT,6.94
1995,VA,7.84
1995,VT,10.52
1995,WA,4.97
1995,WI,6.97
1995,WV,6.5
1995,WY,6.09
1994,AK,11.32
1994,AL,6.69
1994,AR,8.07
1994,AZ,9.3
1994,CA,11.43
1994,CO,7.36
1994,CT,11.47
1994,DC,7.47
1994,DE,8.91
1994,FL,7.78
1994,GA,7.72
1994,HI,12.45
1994,IA,8.09
1994,ID,5.09
1994,IL,9.98
1994,IN,6.78
1994,KS,7.89
1994,KY,5.77
1994,LA,7.61
1994,MA,11.09
1994,MD,8.39
1994,ME,12.32
1994,MI,8.28
1994,MN,7.16
1994,MO,7.29
1994,MS,7.06
1994,MT,5.96
1994,NC,8.17
1994,ND,6.37
1994,NE,6.31
1994,NH,12.91
1994,NJ,11.54
1994,NM,9.14
1994,NV,7.16
1994,NY,13.55
1994,OH,8.56
1994,OK,7.03
1994,OR,5.33
1994,PA,9.55
1994,RI,11.26
1994,SC,7.49
1994,SD,7.06
1994,TN,5.88
1994,TX,8.08
1994,UT,6.91
1994,VA,7.75
1994,VT,9.96
1994,WA,4.97
1994,WI,7.08
1994,WV,6.36
1994,WY,6.04
1993,AK,11.15
1993,AL,6.82
1993,AR,8.27
1993,AZ,9.65
1993,CA,11.3
1993,CO,7.24
1993,CT,11.39
1993,DC,7.18
1993,DE,9.01
1993,FL,7.99
1993,GA,7.79
1993,HI,12.28
1993,IA,8.02
1993,ID,4.99
1993,IL,10.28
1993,IN,6.67
1993,KS,7.86
1993,KY,5.7
1993,LA,7.76
1993,MA,11
1993,MD,8.21
1993,ME,11.43
1993,MI,8.16
1993,MN,7.09
1993,MO,7.26
1993,MS,7.12
1993,MT,5.77
1993,NC,8.18
1993,ND,6.31
1993,NE,6.25
1993,NH,12.31
1993,NJ,11.41
1993,NM,9.18
1993,NV,6.51
1993,NY,13.17
1993,OH,8.36
1993,OK,7.14
1993,OR,5.02
1993,PA,9.55
1993,RI,11.38
1993,SC,7.33
1993,SD,7.04
1993,TN,5.76
1993,TX,8
1993,UT,6.85
1993,VA,7.57
1993,VT,9.84
1993,WA,4.6
1993,WI,7.03
1993,WV,6.3
1993,WY,5.96
1992,AK,10.82
1992,AL,6.69
1992,AR,8.28
1992,AZ,9.58
1992,CA,11.07
1992,CO,7.2
1992,CT,11.07
1992,DC,6.61
1992,DE,8.66
1992,FL,7.75
1992,GA,7.73
1992,HI,10.9
1992,IA,8.02
1992,ID,4.93
1992,IL,10.29
1992,IN,6.86
1992,KS,7.9
